(172, 162, 83)
(109, 128, 65)
(187, 186, 166)
(199, 170, 52)
(130, 149, 86)
(90, 96, 44)
(140, 145, 111)
(137, 165, 110)
(176, 177, 140)
(160, 145, 70)
(133, 147, 90)
(102, 160, 72)
(184, 207, 218)
(103, 139, 159)
(191, 219, 232)
(160, 194, 205)
(79, 96, 106)
(112, 139, 146)
(169, 173, 176)
(101, 125, 131)
(158, 135, 104)
(211, 185, 162)
(182, 147, 123)
(126, 103, 77)
(212, 212, 212)
(74, 78, 68)
(114, 103, 87)
(207, 191, 178)
(186, 139, 121)
(125, 118, 105)
